ROWID,Country,SourceYear,Harmonized System (HS) Code,Commodities,Import value of each commodity,Percentage share of each commodity ( % ),YearCode,Year
1336,India,2018-19,52,COTTON,583463.78,0.1623,2018,"Financial Year (Apr - Mar), 2018"
1337,India,2014-15,52,COTTON,451142.82,0.1648,2014,"Financial Year (Apr - Mar), 2014"
1338,India,2009-10,52,COTTON,236091.24,0.1731,2009,"Financial Year (Apr - Mar), 2009"
1340,India,2007-08,52,COTTON,219574.88,0.2169,2007,"Financial Year (Apr - Mar), 2007"
1341,India,2006-07,52,COTTON,210463.67,0.2504,2006,"Financial Year (Apr - Mar), 2006"
1342,India,2017-18,52,COTTON,760676.93,0.2535,2017,"Financial Year (Apr - Mar), 2017"
1343,India,2005-06,52,COTTON,193956.78,0.2937,2005,"Financial Year (Apr - Mar), 2005"
1344,India,2016-17,52,COTTON,758279.64,0.2942,2016,"Financial Year (Apr - Mar), 2016"
1345,India,2019-20,52,COTTON,1078833.39,0.321,2019,"Financial Year (Apr - Mar), 2019"
1346,India,1998-99,52,COTTON,62854.13,0.3525,1998,"Financial Year (Apr - Mar), 1998"
1347,India,2004-05,52,COTTON,201528.48,0.4022,2004,"Financial Year (Apr - Mar), 2004"
1348,India,2002-03,52,COTTON,166250.61,0.5594,2002,"Financial Year (Apr - Mar), 2002"
1349,India,2000-01,52,COTTON,132558.92,0.5742,2000,"Financial Year (Apr - Mar), 2000"
1350,India,2003-04,52,COTTON,222291.12,0.619,2003,"Financial Year (Apr - Mar), 2003"
1351,India,1999-00,52,COTTON,136140.49,0.6317,1999,"Financial Year (Apr - Mar), 1999"
1352,India,2001-02,52,COTTON,228594.5,0.9323,2001,"Financial Year (Apr - Mar), 2001"
1353,India,2008-09,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,44149.41,0.0321,2008,"Financial Year (Apr - Mar), 2008"
1354,India,2009-10,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,60281.2,0.0442,2009,"Financial Year (Apr - Mar), 2009"
1355,India,2007-08,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,49179.17,0.0486,2007,"Financial Year (Apr - Mar), 2007"
1356,India,2010-11,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,87880.09,0.0522,2010,"Financial Year (Apr - Mar), 2010"
1357,India,2012-13,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,151890.66,0.0569,2012,"Financial Year (Apr - Mar), 2012"
1358,India,2011-12,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,134235.65,0.0572,2011,"Financial Year (Apr - Mar), 2011"
1359,India,1997-98,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,8939.64,0.058,1997,"Financial Year (Apr - Mar), 1997"
1360,India,2004-05,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,29770.71,0.0594,2004,"Financial Year (Apr - Mar), 2004"
1361,India,2013-14,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,163376.91,0.0602,2013,"Financial Year (Apr - Mar), 2013"
1362,India,2018-19,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,222625.6,0.0619,2018,"Financial Year (Apr - Mar), 2018"
1363,India,2006-07,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,52300,0.0622,2006,"Financial Year (Apr - Mar), 2006"
1364,India,2020-21,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,185384.96,0.0636,2020,"Financial Year (Apr - Mar), 2020"
1365,India,1996-97,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,9466.86,0.0681,1996,"Financial Year (Apr - Mar), 1996"
1366,India,2014-15,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,186385.01,0.0681,2014,"Financial Year (Apr - Mar), 2014"
1367,India,2021-22,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,313563.39,0.0686,2021,"Financial Year (Apr - Mar), 2021"
1368,India,2005-06,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,45532.68,0.0689,2005,"Financial Year (Apr - Mar), 2005"
1369,India,2000-01,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,16266.31,0.0705,2000,"Financial Year (Apr - Mar), 2000"
1370,India,2017-18,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,224381.39,0.0748,2017,"Financial Year (Apr - Mar), 2017"
1371,India,2019-20,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,269268.42,0.0801,2019,"Financial Year (Apr - Mar), 2019"
1372,India,2001-02,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,19841.2,0.0809,2001,"Financial Year (Apr - Mar), 2001"
1373,India,2003-04,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,30036.23,0.0836,2003,"Financial Year (Apr - Mar), 2003"
1374,India,2016-17,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,228389.05,0.0886,2016,"Financial Year (Apr - Mar), 2016"
1375,India,1999-00,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,19690.61,0.0914,1999,"Financial Year (Apr - Mar), 1999"
1376,India,1998-99,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,16335.92,0.0916,1998,"Financial Year (Apr - Mar), 1998"
1377,India,2015-16,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,243400.92,0.0977,2015,"Financial Year (Apr - Mar), 2015"
1378,India,2002-03,53,OTHER VEGETABLE TEXTILE FIBRES; PAPER YARN AND WOVEN FABRICS OF PAPER YARN,31844.97,0.1071,2002,"Financial Year (Apr - Mar), 2002"
1379,India,2012-13,54,MAN-MADE FILAMENTS,414855.66,0.1554,2012,"Financial Year (Apr - Mar), 2012"
1380,India,2011-12,54,MAN-MADE FILAMENTS,372497.98,0.1588,2011,"Financial Year (Apr - Mar), 2011"
1381,India,2013-14,54,MAN-MADE FILAMENTS,459670.13,0.1693,2013,"Financial Year (Apr - Mar), 2013"
1382,India,2008-09,54,MAN-MADE FILAMENTS,237014.44,0.1724,2008,"Financial Year (Apr - Mar), 2008"
1383,India,2010-11,54,MAN-MADE FILAMENTS,302376.24,0.1796,2010,"Financial Year (Apr - Mar), 2010"
1384,India,2014-15,54,MAN-MADE FILAMENTS,504161.96,0.1842,2014,"Financial Year (Apr - Mar), 2014"
1385,India,2017-18,54,MAN-MADE FILAMENTS,553828.26,0.1845,2017,"Financial Year (Apr - Mar), 2017"
1386,India,2016-17,54,MAN-MADE FILAMENTS,485551.64,0.1884,2016,"Financial Year (Apr - Mar), 2016"
1387,India,2018-19,54,MAN-MADE FILAMENTS,684290.31,0.1904,2018,"Financial Year (Apr - Mar), 2018"
1388,India,2009-10,54,MAN-MADE FILAMENTS,263830.42,0.1935,2009,"Financial Year (Apr - Mar), 2009"
1389,India,2007-08,54,MAN-MADE FILAMENTS,196985.55,0.1946,2007,"Financial Year (Apr - Mar), 2007"
1390,India,2015-16,54,MAN-MADE FILAMENTS,487858.66,0.1959,2015,"Financial Year (Apr - Mar), 2015"
1391,India,1997-98,54,MAN-MADE FILAMENTS,32639.5,0.2117,1997,"Financial Year (Apr - Mar), 1997"
1392,India,2019-20,54,MAN-MADE FILAMENTS,735109.05,0.2187,2019,"Financial Year (Apr - Mar), 2019"
1393,India,1996-97,54,MAN-MADE FILAMENTS,31669.38,0.228,1996,"Financial Year (Apr - Mar), 1996"
1394,India,2020-21,54,MAN-MADE FILAMENTS,672693.34,0.2307,2020,"Financial Year (Apr - Mar), 2020"
1395,India,2006-07,54,MAN-MADE FILAMENTS,201042.88,0.2392,2006,"Financial Year (Apr - Mar), 2006"
1396,India,2021-22,54,MAN-MADE FILAMENTS,1114380.48,0.2437,2021,"Financial Year (Apr - Mar), 2021"
1397,India,1998-99,54,MAN-MADE FILAMENTS,49802.68,0.2793,1998,"Financial Year (Apr - Mar), 1998"
1398,India,2005-06,54,MAN-MADE FILAMENTS,202330.08,0.3064,2005,"Financial Year (Apr - Mar), 2005"
1399,India,2004-05,54,MAN-MADE FILAMENTS,178433.24,0.3561,2004,"Financial Year (Apr - Mar), 2004"
1400,India,2000-01,54,MAN-MADE FILAMENTS,86700.4,0.3755,2000,"Financial Year (Apr - Mar), 2000"
1401,India,1999-00,54,MAN-MADE FILAMENTS,82566.99,0.3831,1999,"Financial Year (Apr - Mar), 1999"
1402,India,2003-04,54,MAN-MADE FILAMENTS,154724.3,0.4309,2003,"Financial Year (Apr - Mar), 2003"
1403,India,2001-02,54,MAN-MADE FILAMENTS,121947.87,0.4973,2001,"Financial Year (Apr - Mar), 2001"
1404,India,2002-03,54,MAN-MADE FILAMENTS,161479.12,0.5433,2002,"Financial Year (Apr - Mar), 2002"
1405,India,2008-09,55,MAN-MADE STAPLE FIBRES,126428.29,0.092,2008,"Financial Year (Apr - Mar), 2008"
1406,India,2007-08,55,MAN-MADE STAPLE FIBRES,104932.01,0.1037,2007,"Financial Year (Apr - Mar), 2007"
1407,India,2011-12,55,MAN-MADE STAPLE FIBRES,249805.65,0.1065,2011,"Financial Year (Apr - Mar), 2011"
1408,India,2009-10,55,MAN-MADE STAPLE FIBRES,145401.65,0.1066,2009,"Financial Year (Apr - Mar), 2009"
1409,India,2006-07,55,MAN-MADE STAPLE FIBRES,94201.56,0.1121,2006,"Financial Year (Apr - Mar), 2006"
1410,India,2012-13,55,MAN-MADE STAPLE FIBRES,305230.51,0.1144,2012,"Financial Year (Apr - Mar), 2012"
1411,India,2010-11,55,MAN-MADE STAPLE FIBRES,193485.38,0.1149,2010,"Financial Year (Apr - Mar), 2010"
1412,India,2005-06,55,MAN-MADE STAPLE FIBRES,79984.7,0.1211,2005,"Financial Year (Apr - Mar), 2005"
1413,India,2013-14,55,MAN-MADE STAPLE FIBRES,372214.8,0.1371,2013,"Financial Year (Apr - Mar), 2013"
1414,India,2004-05,55,MAN-MADE STAPLE FIBRES,74228.52,0.1481,2004,"Financial Year (Apr - Mar), 2004"
1415,India,2016-17,55,MAN-MADE STAPLE FIBRES,382649.1,0.1484,2016,"Financial Year (Apr - Mar), 2016"
1416,India,1999-00,55,MAN-MADE STAPLE FIBRES,32553.57,0.151,1999,"Financial Year (Apr - Mar), 1999"
1417,India,2017-18,55,MAN-MADE STAPLE FIBRES,465832.64,0.1552,2017,"Financial Year (Apr - Mar), 2017"
1418,India,2014-15,55,MAN-MADE STAPLE FIBRES,453897.16,0.1658,2014,"Financial Year (Apr - Mar), 2014"
1419,India,2021-22,55,MAN-MADE STAPLE FIBRES,771407.43,0.1687,2021,"Financial Year (Apr - Mar), 2021"
1420,India,2003-04,55,MAN-MADE STAPLE FIBRES,63323.43,0.1763,2003,"Financial Year (Apr - Mar), 2003"
1421,India,2015-16,55,MAN-MADE STAPLE FIBRES,440054.38,0.1767,2015,"Financial Year (Apr - Mar), 2015"
1422,India,2000-01,55,MAN-MADE STAPLE FIBRES,41608.18,0.1802,2000,"Financial Year (Apr - Mar), 2000"
1423,India,2001-02,55,MAN-MADE STAPLE FIBRES,44236.35,0.1804,2001,"Financial Year (Apr - Mar), 2001"
1424,India,2018-19,55,MAN-MADE STAPLE FIBRES,650783.55,0.181,2018,"Financial Year (Apr - Mar), 2018"
1425,India,2019-20,55,MAN-MADE STAPLE FIBRES,678541.22,0.2019,2019,"Financial Year (Apr - Mar), 2019"
1426,India,2020-21,55,MAN-MADE STAPLE FIBRES,617998.94,0.2119,2020,"Financial Year (Apr - Mar), 2020"
1427,India,2002-03,55,MAN-MADE STAPLE FIBRES,67177.6,0.226,2002,"Financial Year (Apr - Mar), 2002"
1428,India,1998-99,55,MAN-MADE STAPLE FIBRES,44097.9,0.2473,1998,"Financial Year (Apr - Mar), 1998"
1429,India,1996-97,55,MAN-MADE STAPLE FIBRES,53001.6,0.3815,1996,"Financial Year (Apr - Mar), 1996"
1430,India,1997-98,55,MAN-MADE STAPLE FIBRES,61194.23,0.3969,1997,"Financial Year (Apr - Mar), 1997"
1431,India,2008-09,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF",42984.35,0.0313,2008,"Financial Year (Apr - Mar), 2008"
1432,India,2011-12,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF",78784.23,0.0336,2011,"Financial Year (Apr - Mar), 2011"
1433,India,2009-10,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF",48169.26,0.0353,2009,"Financial Year (Apr - Mar), 2009"
1434,India,2012-13,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF",98826.58,0.037,2012,"Financial Year (Apr - Mar), 2012"
1435,India,2010-11,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF",63432.4,0.0377,2010,"Financial Year (Apr - Mar), 2010"
1436,India,2007-08,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF",42394.43,0.0419,2007,"Financial Year (Apr - Mar), 2007"
1437,India,2013-14,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF",115213.35,0.0424,2013,"Financial Year (Apr - Mar), 2013"
1438,India,2006-07,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF",38548,0.0459,2006,"Financial Year (Apr - Mar), 2006"
1439,India,1999-00,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF",10738.45,0.0498,1999,"Financial Year (Apr - Mar), 1999"
1440,India,2000-01,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF",12090.24,0.0524,2000,"Financial Year (Apr - Mar), 2000"
1441,India,2014-15,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF",148193.28,0.0541,2014,"Financial Year (Apr - Mar), 2014"
1442,India,2004-05,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF",27495.69,0.0549,2004,"Financial Year (Apr - Mar), 2004"
1443,India,2002-03,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF",16640.63,0.056,2002,"Financial Year (Apr - Mar), 2002"
1444,India,2005-06,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF",37304.52,0.0565,2005,"Financial Year (Apr - Mar), 2005"
1445,India,2001-02,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF",14969.82,0.0611,2001,"Financial Year (Apr - Mar), 2001"
1446,India,2003-04,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF",23676.21,0.0659,2003,"Financial Year (Apr - Mar), 2003"
1447,India,1998-99,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF",12278.77,0.0689,1998,"Financial Year (Apr - Mar), 1998"
1448,India,1996-97,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF",9681.43,0.0697,1996,"Financial Year (Apr - Mar), 1996"
1449,India,2018-19,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF",252588.27,0.0703,2018,"Financial Year (Apr - Mar), 2018"
1450,India,2017-18,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF",211523.73,0.0705,2017,"Financial Year (Apr - Mar), 2017"
1451,India,1997-98,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF",10966.46,0.0711,1997,"Financial Year (Apr - Mar), 1997"
1452,India,2021-22,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF",330851.53,0.0724,2021,"Financial Year (Apr - Mar), 2021"
1453,India,2015-16,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF",183297.16,0.0736,2015,"Financial Year (Apr - Mar), 2015"
1454,India,2016-17,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF",197981.49,0.0768,2016,"Financial Year (Apr - Mar), 2016"
1455,India,2019-20,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF",269260.77,0.0801,2019,"Financial Year (Apr - Mar), 2019"
1456,India,2020-21,56,"WADDING, FELT AND NONWOVENS; SPACIAL YARNS; TWINE, CORDAGE, ROPES AND CABLES AND ARTICLES THEREOF",245813.71,0.0843,2020,"Financial Year (Apr - Mar), 2020"
1457,India,1996-97,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,575.4,0.0041,1996,"Financial Year (Apr - Mar), 1996"
1458,India,1997-98,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,854.89,0.0055,1997,"Financial Year (Apr - Mar), 1997"
1459,India,1999-00,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,2809.93,0.013,1999,"Financial Year (Apr - Mar), 1999"
1460,India,1998-99,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,2442.26,0.0137,1998,"Financial Year (Apr - Mar), 1998"
1461,India,2012-13,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,38507.1,0.0144,2012,"Financial Year (Apr - Mar), 2012"
1462,India,2008-09,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,22942.57,0.0167,2008,"Financial Year (Apr - Mar), 2008"
1463,India,2013-14,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,45920.44,0.0169,2013,"Financial Year (Apr - Mar), 2013"
1464,India,2011-12,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,41630.65,0.0177,2011,"Financial Year (Apr - Mar), 2011"
1465,India,2009-10,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,24620.78,0.0181,2009,"Financial Year (Apr - Mar), 2009"
1466,India,2000-01,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,4190.48,0.0182,2000,"Financial Year (Apr - Mar), 2000"
1467,India,2010-11,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,30584.46,0.0182,2010,"Financial Year (Apr - Mar), 2010"
1468,India,2002-03,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,5512.18,0.0185,2002,"Financial Year (Apr - Mar), 2002"
1469,India,2021-22,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,85687.2,0.0187,2021,"Financial Year (Apr - Mar), 2021"
1470,India,2014-15,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,53069.77,0.0194,2014,"Financial Year (Apr - Mar), 2014"
1471,India,2001-02,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,5013.86,0.0204,2001,"Financial Year (Apr - Mar), 2001"
1472,India,2007-08,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,21821.63,0.0216,2007,"Financial Year (Apr - Mar), 2007"
1473,India,2016-17,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,57451.72,0.0223,2016,"Financial Year (Apr - Mar), 2016"
1474,India,2020-21,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,65040.4,0.0223,2020,"Financial Year (Apr - Mar), 2020"
1475,India,2005-06,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,15507.21,0.0235,2005,"Financial Year (Apr - Mar), 2005"
1476,India,2018-19,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,85172.44,0.0237,2018,"Financial Year (Apr - Mar), 2018"
1477,India,2004-05,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,11920.21,0.0238,2004,"Financial Year (Apr - Mar), 2004"
1478,India,2003-04,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,8632.89,0.024,2003,"Financial Year (Apr - Mar), 2003"
1479,India,2017-18,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,72886.98,0.0243,2017,"Financial Year (Apr - Mar), 2017"
1480,India,2015-16,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,60855.22,0.0244,2015,"Financial Year (Apr - Mar), 2015"
1481,India,2006-07,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,22171.71,0.0264,2006,"Financial Year (Apr - Mar), 2006"
1482,India,2019-20,57,CARPETS AND OTHER TEXTILE FLOOR COVERINGS,96800.47,0.0288,2019,"Financial Year (Apr - Mar), 2019"
1483,India,2011-12,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,66622.79,0.0284,2011,"Financial Year (Apr - Mar), 2011"
1484,India,2010-11,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,50123.54,0.0298,2010,"Financial Year (Apr - Mar), 2010"
1485,India,2012-13,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,80742.45,0.0303,2012,"Financial Year (Apr - Mar), 2012"
1486,India,2009-10,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,44783.62,0.0328,2009,"Financial Year (Apr - Mar), 2009"
1487,India,2013-14,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,93558.73,0.0345,2013,"Financial Year (Apr - Mar), 2013"
1488,India,2008-09,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,48359.98,0.0352,2008,"Financial Year (Apr - Mar), 2008"
1489,India,1996-97,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,4986.36,0.0359,1996,"Financial Year (Apr - Mar), 1996"
1490,India,2007-08,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,39352.58,0.0389,2007,"Financial Year (Apr - Mar), 2007"
1491,India,1999-00,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,8421.9,0.0391,1999,"Financial Year (Apr - Mar), 1999"
1492,India,2021-22,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,184017.53,0.0402,2021,"Financial Year (Apr - Mar), 2021"
1493,India,2018-19,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,146165.33,0.0407,2018,"Financial Year (Apr - Mar), 2018"
1494,India,2020-21,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,121987.94,0.0418,2020,"Financial Year (Apr - Mar), 2020"
1495,India,2014-15,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,114814.84,0.0419,2014,"Financial Year (Apr - Mar), 2014"
1496,India,2000-01,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,9743.62,0.0422,2000,"Financial Year (Apr - Mar), 2000"
1497,India,2017-18,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,129727.96,0.0432,2017,"Financial Year (Apr - Mar), 2017"
1498,India,1998-99,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,8030.38,0.045,1998,"Financial Year (Apr - Mar), 1998"
1499,India,1997-98,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,7067.79,0.0458,1997,"Financial Year (Apr - Mar), 1997"
1500,India,2019-20,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,154211.12,0.0459,2019,"Financial Year (Apr - Mar), 2019"
1501,India,2006-07,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,40013.89,0.0476,2006,"Financial Year (Apr - Mar), 2006"
1502,India,2016-17,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,122630.99,0.0476,2016,"Financial Year (Apr - Mar), 2016"
1503,India,2001-02,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,12374.02,0.0505,2001,"Financial Year (Apr - Mar), 2001"
1504,India,2015-16,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,130653.87,0.0525,2015,"Financial Year (Apr - Mar), 2015"
1777,India,2016-17,69,CERAMIC PRODUCTS,312885.65,0.1214,2016,"Financial Year (Apr - Mar), 2016"
1505,India,2005-06,58,SPECIAL WOVEN FABRICS; TUFTED TEXTILE FABRICS; LACE; TAPESTRIES; TRIMMINGS; EMBROIDERY,38067.31,0.0576,2005,"Financial Year (Apr - Mar), 2005"
